"REF_DATE","GEO","DGUID","Standard Classification of Goods (SCG)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1991-10","Canada","","Polyesters, unsaturated","Tonnes","288","units ","0","v39270","1.17","3259","","","","0"
"1991-10","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","169578","","","","0"
"1991-10","Canada","","Phosphoric acid, wet process","Tonnes","288","units ","0","v39272","1.19","37819","","","","0"
"1991-10","Canada","","Butadiene","Tonnes","288","units ","0","v39274","1.20","13539","","","","0"
"1991-10","Canada","","Butylene","Tonnes","288","units ","0","v39275","1.21","","x","","","0"
"1991-10","Canada","","Propylene, as propylene in all grades","Tonnes","288","units ","0","v39276","1.22","61870","","","","0"
"1991-10","Canada","","Toluene","Tonnes","288","units ","0","v39277","1.23","29106","","","","0"
"1991-10","Canada","","Xylene","Tonnes","288","units ","0","v39278","1.24","21918","","","","0"
"1991-10","Canada","","Methyl alcohol (methanol)","Tonnes","288","units ","0","v39279","1.25","208917","","","","0"
"1991-10","Canada","","Nitric acid, 100 %","Tonnes","288","units ","0","v39281","1.26","81461","","","","0"
"1991-11","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","13406","","","","0"
"1991-11","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","274470","","","","0"
"1991-11","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","307811","","","","0"
"1991-11","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","79990","","","","0"
"1991-11","Canada","","Ammonium phosphate, all grades","Tonnes","288","units ","0","v39290","1.5","69955","","","","0"
"1991-11","Canada","","Benzene","Tonnes","288","units ","0","v39292","1.6","61964","","","","0"
"1991-11","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","109835","","","","0"
"1991-11","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","211940","","","","0"
"1991-11","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","10232","","","","0"
"1991-11","Canada","","Sodium chlorate","Tonnes","288","units ","0","v39262","1.10","53189","","","","0"
"1991-11","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","119467","","","","0"
"1991-11","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","133468","","","","0"
"1991-11","Canada","","Polyethylene, low and linear low density","Tonnes","288","units ","0","v39265","1.13","86666","","","","0"
"1991-11","Canada","","Polyethylene, high density","Tonnes","288","units ","0","v39266","1.14","46802","","","","0"
"1991-11","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","","x","","","0"
"1991-11","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","18299","","","","0"
"1991-11","Canada","","Polyesters, unsaturated","Tonnes","288","units ","0","v39270","1.17","3011","","","","0"
"1991-11","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","194112","","","","0"
"1991-11","Canada","","Phosphoric acid, wet process","Tonnes","288","units ","0","v39272","1.19","","x","","","0"
"1991-11","Canada","","Butadiene","Tonnes","288","units ","0","v39274","1.20","16105","","","","0"
"1991-11","Canada","","Butylene","Tonnes","288","units ","0","v39275","1.21","","x","","","0"
"1991-11","Canada","","Propylene, as propylene in all grades","Tonnes","288","units ","0","v39276","1.22","61377","","","","0"
"1991-11","Canada","","Toluene","Tonnes","288","units ","0","v39277","1.23","30724","","","","0"
"1991-11","Canada","","Xylene","Tonnes","288","units ","0","v39278","1.24","26182","","","","0"
"1991-11","Canada","","Methyl alcohol (methanol)","Tonnes","288","units ","0","v39279","1.25","190592","","","","0"
"1991-11","Canada","","Nitric acid, 100 %","Tonnes","288","units ","0","v39281","1.26","74274","","","","0"
"1991-12","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","15316","","","","0"
"1991-12","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","289021","","","","0"
"1991-12","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","330596","","","","0"
"1991-12","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","81689","","","","0"
"1991-12","Canada","","Ammonium phosphate, all grades","Tonnes","288","units ","0","v39290","1.5","","x","","","0"
"1991-12","Canada","","Benzene","Tonnes","288","units ","0","v39292","1.6","68726","","","","0"
"1991-12","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","104641","","","","0"
"1991-12","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","211656","","","","0"
"1991-12","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","9815","","","","0"
"1991-12","Canada","","Sodium chlorate","Tonnes","288","units ","0","v39262","1.10","59761","","","","0"
"1991-12","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","112116","","","","0"
"1991-12","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","143938","","","","0"
"1991-12","Canada","","Polyethylene, low and linear low density","Tonnes","288","units ","0","v39265","1.13","99510","","","","0"
"1991-12","Canada","","Polyethylene, high density","Tonnes","288","units ","0","v39266","1.14","44428","","","","0"
"1991-12","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","","x","","","0"
"1991-12","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","16449","","","","0"
"1991-12","Canada","","Polyesters, unsaturated","Tonnes","288","units ","0","v39270","1.17","2374","","","","0"
"1991-12","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","220116","","","","0"
"1991-12","Canada","","Phosphoric acid, wet process","Tonnes","288","units ","0","v39272","1.19","","x","","","0"
"1991-12","Canada","","Butadiene","Tonnes","288","units ","0","v39274","1.20","","x","","","0"
"1991-12","Canada","","Butylene","Tonnes","288","units ","0","v39275","1.21","","x","","","0"
"1991-12","Canada","","Propylene, as propylene in all grades","Tonnes","288","units ","0","v39276","1.22","62781","","","","0"
"1991-12","Canada","","Toluene","Tonnes","288","units ","0","v39277","1.23","29909","","","","0"
"1991-12","Canada","","Xylene","Tonnes","288","units ","0","v39278","1.24","32944","","","","0"
"1991-12","Canada","","Methyl alcohol (methanol)","Tonnes","288","units ","0","v39279","1.25","198065","","","","0"
"1991-12","Canada","","Nitric acid, 100 %","Tonnes","288","units ","0","v39281","1.26","79384","","","","0"
"1992-01","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","14721","","","","0"
"1992-01","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","277874","","","","0"
"1992-01","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","318856","","","","0"
"1992-01","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","94828","","","","0"
"1992-01","Canada","","Ammonium phosphate, all grades","Tonnes","288","units ","0","v39290","1.5","","x","","","0"
"1992-01","Canada","","Benzene","Tonnes","288","units ","0","v39292","1.6","66510","","","","0"
"1992-01","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","116563","","","","0"
"1992-01","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","215381","","","","0"
"1992-01","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","9661","","","","0"
"1992-01","Canada","","Sodium chlorate","Tonnes","288","units ","0","v39262","1.10","61747","","","","0"
"1992-01","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","125927","","","","0"
"1992-01","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","151920","","","","0"
"1992-01","Canada","","Polyethylene, low and linear low density","Tonnes","288","units ","0","v39265","1.13","96683","","","","0"
"1992-01","Canada","","Polyethylene, high density","Tonnes","288","units ","0","v39266","1.14","52838","","","","0"
"1992-01","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","","x","","","0"
"1992-01","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","26322","","","","0"
"1992-01","Canada","","Polyesters, unsaturated","Tonnes","288","units ","0","v39270","1.17","2593","","","","0"
"1992-01","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","227257","","","","0"
"1992-01","Canada","","Phosphoric acid, wet process","Tonnes","288","units ","0","v39272","1.19","","x","","","0"
"1992-01","Canada","","Butadiene","Tonnes","288","units ","0","v39274","1.20","15249","","","","0"
"1992-01","Canada","","Butylene","Tonnes","288","units ","0","v39275","1.21","","x","","","0"
"1992-01","Canada","","Propylene, as propylene in all grades","Tonnes","288","units ","0","v39276","1.22","58839","","","","0"
"1992-01","Canada","","Toluene","Tonnes","288","units ","0","v39277","1.23","33069","","","","0"
"1992-01","Canada","","Xylene","Tonnes","288","units ","0","v39278","1.24","32545","","","","0"
"1992-01","Canada","","Methyl alcohol (methanol)","Tonnes","288","units ","0","v39279","1.25","210129","","","","0"
"1992-01","Canada","","Nitric acid, 100 %","Tonnes","288","units ","0","v39281","1.26","82636","","","","0"
"1992-02","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","14977","","","","0"
"1992-02","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","292647","","","","0"
"1992-02","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","300545","","","","0"
"1992-02","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","82645","","","","0"
"1992-02","Canada","","Ammonium phosphate, all grades","Tonnes","288","units ","0","v39290","1.5","72814","","","","0"
"1992-02","Canada","","Benzene","Tonnes","288","units ","0","v39292","1.6","63045","","","","0"
"1992-02","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","129311","","","","0"
"1992-02","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","207028","","","","0"
"1992-02","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","9954","","","","0"
"1992-02","Canada","","Sodium chlorate","Tonnes","288","units ","0","v39262","1.10","58019","","","","0"
"1992-02","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","121061","","","","0"
"1992-02","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","134473","","","","0"
"1992-02","Canada","","Polyethylene, low and linear low density","Tonnes","288","units ","0","v39265","1.13","84730","","","","0"
"1992-02","Canada","","Polyethylene, high density","Tonnes","288","units ","0","v39266","1.14","47344","","","","0"
"1992-02","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","14637","","","","0"
"1992-02","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","29291","","","","0"
"1992-02","Canada","","Polyesters, unsaturated","Tonnes","288","units ","0","v39270","1.17","2929","","","","0"
"1992-02","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","232694","","","","0"
"1992-02","Canada","","Phosphoric acid, wet process","Tonnes","288","units ","0","v39272","1.19","37290","","","","0"
"1992-02","Canada","","Butadiene","Tonnes","288","units ","0","v39274","1.20","15326","","","","0"
"1992-02","Canada","","Butylene","Tonnes","288","units ","0","v39275","1.21","16715","","","","0"
"1992-02","Canada","","Propylene, as propylene in all grades","Tonnes","288","units ","0","v39276","1.22","55125","","","","0"
"1992-02","Canada","","Toluene","Tonnes","288","units ","0","v39277","1.23","32825","","","","0"
"1992-02","Canada","","Xylene","Tonnes","288","units ","0","v39278","1.24","35717","","","","0"
"1992-02","Canada","","Methyl alcohol (methanol)","Tonnes","288","units ","0","v39279","1.25","184650","","","","0"
"1992-02","Canada","","Nitric acid, 100 %","Tonnes","288","units ","0","v39281","1.26","73960","","","","0"
"1992-03","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","15818","","","","0"
"1992-03","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","294403","","","","0"
"1992-03","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","336801","","","","0"
"1992-03","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","94349","","","","0"
"1992-03","Canada","","Ammonium phosphate, all grades","Tonnes","288","units ","0","v39290","1.5","","x","","","0"
"1992-03","Canada","","Benzene","Tonnes","288","units ","0","v39292","1.6","62180","","","","0"
"1992-03","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","122095","","","","0"
"1992-03","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","214305","","","","0"
"1992-03","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","11480","","","","0"
"1992-03","Canada","","Sodium chlorate","Tonnes","288","units ","0","v39262","1.10","70699","","","","0"
"1992-03","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","139966","","","","0"
"1992-03","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","145481","","","","0"
"1992-03","Canada","","Polyethylene, low and linear low density","Tonnes","288","units ","0","v39265","1.13","91754","","","","0"
"1992-03","Canada","","Polyethylene, high density","Tonnes","288","units ","0","v39266","1.14","53727","","","","0"
"1992-03","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","15719","","","","0"
"1992-03","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","32205","","","","0"
"1992-03","Canada","","Polyesters, unsaturated","Tonnes","288","units ","0","v39270","1.17","2939","","","","0"
"1992-03","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","237245","","","","0"
"1992-03","Canada","","Phosphoric acid, wet process","Tonnes","288","units ","0","v39272","1.19","","x","","","0"
"1992-03","Canada","","Butadiene","Tonnes","288","units ","0","v39274","1.20","16130","","","","0"
"1992-03","Canada","","Butylene","Tonnes","288","units ","0","v39275","1.21","","x","","","0"
"1992-03","Canada","","Propylene, as propylene in all grades","Tonnes","288","units ","0","v39276","1.22","68190","","","","0"
"1992-03","Canada","","Toluene","Tonnes","288","units ","0","v39277","1.23","34236","","","","0"
"1992-03","Canada","","Xylene","Tonnes","288","units ","0","v39278","1.24","35528","","","","0"
"1992-03","Canada","","Methyl alcohol (methanol)","Tonnes","288","units ","0","v39279","1.25","180540","","","","0"
"1992-03","Canada","","Nitric acid, 100 %","Tonnes","288","units ","0","v39281","1.26","84200","","","","0"
"1992-04","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","15405","","","","0"
"1992-04","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","271147","","","","0"
"1992-04","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","298523","","","","0"
"1992-04","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","92960","","","","0"
"1992-04","Canada","","Ammonium phosphate, all grades","Tonnes","288","units ","0","v39290","1.5","75775","","","","0"
"1992-04","Canada","","Benzene","Tonnes","288","units ","0","v39292","1.6","54057","","","","0"
"1992-04","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","110942","","","","0"
"1992-04","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","200774","","","","0"
"1992-04","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","11163","","","","0"
"1992-04","Canada","","Sodium chlorate","Tonnes","288","units ","0","v39262","1.10","63488","","","","0"
"1992-04","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","117320","","","","0"
"1992-04","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","141906","","","","0"
"1992-04","Canada","","Polyethylene, low and linear low density","Tonnes","288","units ","0","v39265","1.13","78887","","","","0"
"1992-04","Canada","","Polyethylene, high density","Tonnes","288","units ","0","v39266","1.14","61402","","","","0"
"1992-04","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","14255","","","","0"
"1992-04","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","30791","","","","0"
"1992-04","Canada","","Polyesters, unsaturated","Tonnes","288","units ","0","v39270","1.17","3149","","","","0"
"1992-04","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","213567","","","","0"
"1992-04","Canada","","Phosphoric acid, wet process","Tonnes","288","units ","0","v39272","1.19","","x","","","0"
"1992-04","Canada","","Butadiene","Tonnes","288","units ","0","v39274","1.20","15644","","","","0"
"1992-04","Canada","","Butylene","Tonnes","288","units ","0","v39275","1.21","17784","","","","0"
"1992-04","Canada","","Propylene, as propylene in all grades","Tonnes","288","units ","0","v39276","1.22","63636","","","","0"
"1992-04","Canada","","Toluene","Tonnes","288","units ","0","v39277","1.23","33537","","","","0"
"1992-04","Canada","","Xylene","Tonnes","288","units ","0","v39278","1.24","27078","","","","0"
"1992-04","Canada","","Methyl alcohol (methanol)","Tonnes","288","units ","0","v39279","1.25","164216","","","","0"
"1992-04","Canada","","Nitric acid, 100 %","Tonnes","288","units ","0","v39281","1.26","79669","","","","0"
"1992-05","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","14265","","","","0"
"1992-05","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","292909","","","","0"
"1992-05","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","320600","","","","0"
"1992-05","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","89875","","","","0"
"1992-05","Canada","","Ammonium phosphate, all grades","Tonnes","288","units ","0","v39290","1.5","","x","","","0"
"1992-05","Canada","","Benzene","Tonnes","288","units ","0","v39292","1.6","39723","","","","0"
"1992-05","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","108422","","","","0"
"1992-05","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","218124","","","","0"
"1992-05","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","9838","","","","0"
"1992-05","Canada","","Sodium chlorate","Tonnes","288","units ","0","v39262","1.10","60431","","","","0"
"1992-05","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","114521","","","","0"
"1992-05","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","143159","","","","0"
"1992-05","Canada","","Polyethylene, low and linear low density","Tonnes","288","units ","0","v39265","1.13","81335","","","","0"
"1992-05","Canada","","Polyethylene, high density","Tonnes","288","units ","0","v39266","1.14","60207","","","","0"
"1992-05","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","12993","","","","0"
"1992-05","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","32599","","","","0"
"1992-05","Canada","","Polyesters, unsaturated","Tonnes","288","units ","0","v39270","1.17","4295","","","","0"
"1992-05","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","239198","","","","0"
"1992-05","Canada","","Phosphoric acid, wet process","Tonnes","288","units ","0","v39272","1.19","","x","","","0"
"1992-05","Canada","","Butadiene","Tonnes","288","units ","0","v39274","1.20","15464","","","","0"
"1992-05","Canada","","Butylene","Tonnes","288","units ","0","v39275","1.21","","x","","","0"
"1992-05","Canada","","Propylene, as propylene in all grades","Tonnes","288","units ","0","v39276","1.22","61493","","","","0"
"1992-05","Canada","","Toluene","Tonnes","288","units ","0","v39277","1.23","32534","","","","0"
"1992-05","Canada","","Xylene","Tonnes","288","units ","0","v39278","1.24","27856","","","","0"
"1992-05","Canada","","Methyl alcohol (methanol)","Tonnes","288","units ","0","v39279","1.25","","x","","","0"
"1992-05","Canada","","Nitric acid, 100 %","Tonnes","288","units ","0","v39281","1.26","78615","","","","0"
"1992-06","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","14904","","","","0"
"1992-06","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","252585","","","","0"
"1992-06","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","279322","","","","0"
"1992-06","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","84856","","","","0"
"1992-06","Canada","","Ammonium phosphate, all grades","Tonnes","288","units ","0","v39290","1.5","","x","","","0"
"1992-06","Canada","","Benzene","Tonnes","288","units ","0","v39292","1.6","53416","","","","0"
"1992-06","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","114306","","","","0"
"1992-06","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","163700","","","","0"
"1992-06","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","10332","","","","0"
"1992-06","Canada","","Sodium chlorate","Tonnes","288","units ","0","v39262","1.10","51066","","","","0"
"1992-06","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","119311","","","","0"
"1992-06","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","131340","","","","0"
"1992-06","Canada","","Polyethylene, low and linear low density","Tonnes","288","units ","0","v39265","1.13","73121","","","","0"
"1992-06","Canada","","Polyethylene, high density","Tonnes","288","units ","0","v39266","1.14","58219","","","","0"
"1992-06","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","12932","","","","0"
"1992-06","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","33394","","","","0"
"1992-06","Canada","","Polyesters, unsaturated","Tonnes","288","units ","0","v39270","1.17","4434","","","","0"
"1992-06","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","170878","","","","0"
"1992-06","Canada","","Phosphoric acid, wet process","Tonnes","288","units ","0","v39272","1.19","33661","","","","0"
"1992-06","Canada","","Butadiene","Tonnes","288","units ","0","v39274","1.20","14696","","","","0"
"1992-06","Canada","","Butylene","Tonnes","288","units ","0","v39275","1.21","","x","","","0"
"1992-06","Canada","","Propylene, as propylene in all grades","Tonnes","288","units ","0","v39276","1.22","58625","","","","0"
"1992-06","Canada","","Toluene","Tonnes","288","units ","0","v39277","1.23","29276","","","","0"
"1992-06","Canada","","Xylene","Tonnes","288","units ","0","v39278","1.24","24300","","","","0"
"1992-06","Canada","","Methyl alcohol (methanol)","Tonnes","288","units ","0","v39279","1.25","","x","","","0"
"1992-06","Canada","","Nitric acid, 100 %","Tonnes","288","units ","0","v39281","1.26","86224","","","","0"
"1992-07","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","11987","","","","0"
"1992-07","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","209154","","","","0"
"1992-07","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","291410","","","","0"
"1992-07","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","73687","","","","0"
"1992-07","Canada","","Ammonium phosphate, all grades","Tonnes","288","units ","0","v39290","1.5","","x","","","0"
"1992-07","Canada","","Benzene","Tonnes","288","units ","0","v39292","1.6","60244","","","","0"
"1992-07","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","111074","","","","0"
"1992-07","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","213096","","","","0"
"1992-07","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","","x","","","0"
"1992-07","Canada","","Sodium chlorate","Tonnes","288","units ","0","v39262","1.10","46319","","","","0"
"1992-07","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","116481","","","","0"
"1992-07","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","125513","","","","0"
"1992-07","Canada","","Polyethylene, low and linear low density","Tonnes","288","units ","0","v39265","1.13","74008","","","","0"
"1992-07","Canada","","Polyethylene, high density","Tonnes","288","units ","0","v39266","1.14","53970","","","","0"
"1992-07","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","14733","","","","0"
"1992-07","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","36485","","","","0"
"1992-07","Canada","","Polyesters, unsaturated","Tonnes","288","units ","0","v39270","1.17","3449","","","","0"
"1992-07","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","179275","","","","0"
"1992-07","Canada","","Phosphoric acid, wet process","Tonnes","288","units ","0","v39272","1.19","","x","","","0"
"1992-07","Canada","","Butadiene","Tonnes","288","units ","0","v39274","1.20","13795","","","","0"
"1992-07","Canada","","Butylene","Tonnes","288","units ","0","v39275","1.21","18123","","","","0"
"1992-07","Canada","","Propylene, as propylene in all grades","Tonnes","288","units ","0","v39276","1.22","65671","","","","0"
"1992-07","Canada","","Toluene","Tonnes","288","units ","0","v39277","1.23","30883","","","","0"
"1992-07","Canada","","Xylene","Tonnes","288","units ","0","v39278","1.24","31333","","","","0"
"1992-07","Canada","","Methyl alcohol (methanol)","Tonnes","288","units ","0","v39279","1.25","166470","","","","0"
"1992-07","Canada","","Nitric acid, 100 %","Tonnes","288","units ","0","v39281","1.26","68446","","","","0"
"1992-08","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","13135","","","","0"
"1992-08","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","273664","","","","0"
"1992-08","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","302882","","","","0"
"1992-08","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","76733","","","","0"
"1992-08","Canada","","Ammonium phosphate, all grades","Tonnes","288","units ","0","v39290","1.5","","x","","","0"
"1992-08","Canada","","Benzene","Tonnes","288","units ","0","v39292","1.6","63384","","","","0"
"1992-08","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","115029","","","","0"
"1992-08","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","221072","","","","0"
"1992-08","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","","x","","","0"
"1992-08","Canada","","Sodium chlorate","Tonnes","288","units ","0","v39262","1.10","56293","","","","0"
"1992-08","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","123080","","","","0"
"1992-08","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","134740","","","","0"
"1992-08","Canada","","Polyethylene, low and linear low density","Tonnes","288","units ","0","v39265","1.13","84528","","","","0"
"1992-08","Canada","","Polyethylene, high density","Tonnes","288","units ","0","v39266","1.14","52677","","","","0"
"1992-08","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","14142","","","","0"
"1992-08","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","34609","","","","0"
"1992-08","Canada","","Polyesters, unsaturated","Tonnes","288","units ","0","v39270","1.17","3219","","","","0"
