"REF_DATE","GEO","DGUID","Standard Classification of Goods (SCG)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1965-09","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","3037","","","","0"
"1965-09","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","12521","","","","0"
"1965-10","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","552","","","t","0"
"1965-10","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","2933","","","","0"
"1965-10","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","173638","","","","0"
"1965-10","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","67163","","","","0"
"1965-10","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","40694","","","","0"
"1965-10","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","23345","","","t","0"
"1965-10","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","44184","","","","0"
"1965-10","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","23416","","","","0"
"1965-10","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","73737","","","t","0"
"1965-10","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","4224","","","","0"
"1965-10","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","4548","","","t","0"
"1965-10","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","49969","","","","0"
"1965-10","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","6764","","","","0"
"1965-10","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","2908","","","","0"
"1965-10","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","2772","","","","0"
"1965-10","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","16233","","","","0"
"1965-11","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","608","","","t","0"
"1965-11","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","2508","","","","0"
"1965-11","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","173599","","","","0"
"1965-11","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","64808","","","","0"
"1965-11","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","46432","","","","0"
"1965-11","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","21613","","","t","0"
"1965-11","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","45650","","","","0"
"1965-11","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","20806","","","","0"
"1965-11","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","65574","","","t","0"
"1965-11","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","4116","","","","0"
"1965-11","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","5248","","","t","0"
"1965-11","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","51687","","","","0"
"1965-11","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","7744","","","","0"
"1965-11","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","3073","","","","0"
"1965-11","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","2740","","","","0"
"1965-11","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","14819","","","","0"
"1965-12","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","551","","","t","0"
"1965-12","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","2804","","","","0"
"1965-12","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","214639","","","","0"
"1965-12","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","66233","","","","0"
"1965-12","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","50187","","","","0"
"1965-12","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","22851","","","t","0"
"1965-12","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","51120","","","","0"
"1965-12","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","25098","","","","0"
"1965-12","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","87844","","","t","0"
"1965-12","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","4574","","","","0"
"1965-12","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","4837","","","t","0"
"1965-12","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","58439","","","","0"
"1965-12","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","9760","","","","0"
"1965-12","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","3350","","","","0"
"1965-12","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","2586","","","","0"
"1965-12","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","15086","","","","0"
"1966-01","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","568","","","t","0"
"1966-01","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","2816","","","","0"
"1966-01","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","192563","","","","0"
"1966-01","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","69778","","","","0"
"1966-01","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","46250","","","","0"
"1966-01","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","23566","","","t","0"
"1966-01","Canada","","Benzene","Tonnes","288","units ","0","v39292","1.6","24112","","","","0"
"1966-01","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","47532","","","","0"
"1966-01","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","22899","","","","0"
"1966-01","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","100036","","","t","0"
"1966-01","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","4046","","","","0"
"1966-01","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","4947","","","t","0"
"1966-01","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","54600","","","","0"
"1966-01","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","6722","","","","0"
"1966-01","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","3524","","","","0"
"1966-01","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","2914","","","","0"
"1966-01","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","17003","","","","0"
"1966-02","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","580","","","t","0"
"1966-02","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","3153","","","","0"
"1966-02","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","174461","","","","0"
"1966-02","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","60215","","","","0"
"1966-02","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","43870","","","","0"
"1966-02","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","18904","","","t","0"
"1966-02","Canada","","Benzene","Tonnes","288","units ","0","v39292","1.6","17498","","","","0"
"1966-02","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","46264","","","","0"
"1966-02","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","22647","","","","0"
"1966-02","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","105053","","","t","0"
"1966-02","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","4045","","","","0"
"1966-02","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","4704","","","t","0"
"1966-02","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","52255","","","","0"
"1966-02","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","7495","","","","0"
"1966-02","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","3676","","","","0"
"1966-02","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","2985","","","","0"
"1966-02","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","8938","","","","0"
"1966-03","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","640","","","t","0"
"1966-03","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","3013","","","","0"
"1966-03","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","215822","","","","0"
"1966-03","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","64720","","","","0"
"1966-03","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","50150","","","","0"
"1966-03","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","23229","","","t","0"
"1966-03","Canada","","Benzene","Tonnes","288","units ","0","v39292","1.6","20609","","","","0"
"1966-03","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","56852","","","","0"
"1966-03","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","24909","","","","0"
"1966-03","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","114507","","","t","0"
"1966-03","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","4787","","","","0"
"1966-03","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","5557","","","t","0"
"1966-03","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","65817","","","","0"
"1966-03","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","7502","","","","0"
"1966-03","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","4249","","","","0"
"1966-03","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","2946","","","","0"
"1966-03","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","17134","","","","0"
"1966-04","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","572","","","t","0"
"1966-04","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","3288","","","","0"
"1966-04","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","187440","","","","0"
"1966-04","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","69101","","","","0"
"1966-04","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","50474","","","","0"
"1966-04","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","25348","","","t","0"
"1966-04","Canada","","Benzene","Tonnes","288","units ","0","v39292","1.6","21218","","","","0"
"1966-04","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","48514","","","","0"
"1966-04","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","19330","","","","0"
"1966-04","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","126828","","","t","0"
"1966-04","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","3969","","","","0"
"1966-04","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","5283","","","t","0"
"1966-04","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","57158","","","","0"
"1966-04","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","7826","","","","0"
"1966-04","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","3689","","","","0"
"1966-04","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","2954","","","","0"
"1966-04","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","19575","","","","0"
"1966-05","Canada","","Acetylene in cylinders or for delivery by pipeline","Tonnes","288","thousands","3","v39232","1.31","577","","","t","0"
"1966-05","Canada","","Hydrochloric (muriatic) acid, 100%","Tonnes","288","units ","0","v39269","1.1","3824","","","","0"
"1966-05","Canada","","Sulphuric acid, all grades, including oleum, as 100%","Tonnes","288","units ","0","v39273","1.2","179821","","","","0"
"1966-05","Canada","","Ammonia, anhydrous, 100%","Tonnes","288","units ","0","v39284","1.3","73416","","","","0"
"1966-05","Canada","","Ammonium nitrate, all grades","Tonnes","288","units ","0","v39288","1.4","49164","","","","0"
"1966-05","Canada","","Ammonium sulphate","Tonnes","288","units ","0","v39291","1.33","22094","","","t","0"
"1966-05","Canada","","Benzene","Tonnes","288","units ","0","v39292","1.6","25499","","","","0"
"1966-05","Canada","","Chlorine","Tonnes","288","units ","0","v39233","1.7","52054","","","","0"
"1966-05","Canada","","Ethylene","Tonnes","288","units ","0","v39242","1.8","24684","","","","0"
"1966-05","Canada","","Fertilizers, mixed","Tonnes","288","units ","0","v39248","1.34","190207","","","t","0"
"1966-05","Canada","","Formaldehyde, 100% solids basis","Tonnes","288","units ","0","v39251","1.9","3884","","","","0"
"1966-05","Canada","","Oxygen, gas and liquid in cylinders or by delivery","Tonnes","288","thousands","3","v39261","1.35","5251","","","t","0"
"1966-05","Canada","","Sodium hydroxide (caustic soda), as 100% NaOH","Tonnes","288","units ","0","v39263","1.11","60893","","","","0"
"1966-05","Canada","","Polyethylene, total","Tonnes","288","units ","0","v39264","1.12","7700","","","","0"
"1966-05","Canada","","Polystyrene and acrylonitrile-butadiene-styrene (abs)","Tonnes","288","units ","0","v39267","1.15","4446","","","","0"
"1966-05","Canada","","Polyvinyl chloride","Tonnes","288","units ","0","v39268","1.16","2956","","","","0"
"1966-05","Canada","","Urea, all grades","Tonnes","288","units ","0","v39271","1.18","17475","","","","0"
